k_n,k_f,omega,raw_js,cosine,spearman,jaccard,pair_class,sample,n_a,n_b
0.00472767694175255,0.0686308871706687,14.51683099675318,0.006612955135335267,0.1578813953671292,0.2855107466451011,0.6486486486486487,functional,10X221_7,507.0,21.0
0.003757301166874695,0.06965282182749125,18.537992759688233,0.00639742003910256,0.15287511885763994,0.2642457489578067,0.6394557823129252,functional,10X221_8,522.0,27.0
0.0026263491392582317,0.06804307227719807,25.907854846905728,0.006480246992035238,0.16383973974346233,0.23642674365295335,0.6754966887417219,functional,10X236_1,1322.0,58.0
0.004905122456521289,0.06127800095329694,12.49265466794386,0.006303787452582617,0.16256678980502537,0.3071120669661156,0.6486486486486487,functional,10X237_2,528.0,22.0
0.0032057145261139386,0.07128647102577154,22.237311040976284,0.0069877659030318125,0.1857972872975261,0.28287978592590546,0.6486486486486487,functional,10X237_3,1035.0,39.0
0.0032847398672277593,0.07015656483756579,21.358332066878777,0.006731370842508414,0.15081559014048074,0.24598914194522314,0.6301369863013699,functional,10X319_5,738.0,41.0
0.004467285151248954,0.07442214836404576,16.659368239172952,0.007436680362103909,0.15244222306841326,0.27776583912254904,0.6254295532646048,functional,10X319_6,325.0,21.0
0.0023068369184129885,0.062118819562244285,26.92813656068048,0.006266707378333538,0.1461640767899529,0.26540475266764774,0.6440677966101696,functional,10X319_7,1496.0,47.0
0.002535614001027393,0.07143022630575688,28.170780835259002,0.0069772780012496245,0.1555952090231063,0.25953819391925304,0.6577181208053691,functional,10X319_8,1415.0,46.0
0.0024283168722388756,0.056230274630800325,23.156069652045357,0.005580117313461341,0.12321181415165805,0.2023401013937799,0.6062717770034843,functional,10X350_3,214.0,50.0
0.002955355911440017,0.0628343127818558,21.26116605401999,0.005929354348754969,0.1277944906760904,0.20866611565208992,0.6254295532646048,functional,10X350_4,206.0,44.0
0.0043117741717857054,0.08349110190283729,19.363514547947617,0.007981155504366106,0.2017729857503856,0.3269517386706511,0.6842105263157895,functional,10X361_1,331.0,21.0
0.0037826502542915546,0.07833316248149914,20.708539572916454,0.00755669160414644,0.20549444270668538,0.30594694524453125,0.7096774193548387,functional,10X361_2,279.0,26.0
0.0034415990354704903,0.06317609086659906,18.356609882639177,0.006687473317165276,0.11597413482627938,0.26335502839064184,0.6254295532646048,functional,10X362_5,570.0,30.0
0.004248148133290183,0.06316073397965524,14.867827579905358,0.006273631396771097,0.11263802304121007,0.23630924751479454,0.5964912280701755,functional,10X362_6,560.0,42.0
0.0014653062722710828,0.05708962302971028,38.960880813829384,0.0051658897643630415,0.17178205436518046,0.25066325287523905,0.6254295532646048,functional,10X385_3,2560.0,102.0
0.00148655045267314,0.054615858963448005,36.739996860003544,0.0047585258448345664,0.16881906680172787,0.25963479316675364,0.6622073578595318,functional,10X385_4,3130.0,100.0
0.0028214053643314603,0.04773991658945717,16.920615943029965,0.004495288882214047,0.1523007564099086,0.2780375823126755,0.6254295532646048,functional,10X386_2,398.0,28.0
0.005362640043207207,0.043383173863545524,8.089891082378069,0.004706893541188058,0.15437916776726013,0.318138089644854,0.6348122866894198,functional,10X387_7,394.0,21.0
0.0021120570101029763,0.06884350245570628,32.59547546604801,0.00620199722840542,0.17783294094225077,0.27256106356356113,0.6798679867986799,functional,10X388_7,1935.0,72.0
0.0020764415195812986,0.06153111148175344,29.632961439800532,0.0054564241291797586,0.16388861009221212,0.24640997712876034,0.6440677966101696,functional,10X389_7,1827.0,80.0
0.0049057650955719664,0.07780620287754875,15.860156644633893,0.007373504668754503,0.20050487059891897,0.28774767402873414,0.6970684039087948,functional,10X393_7,466.0,31.0
0.003397014569956846,0.07297391245791936,21.481777883233036,0.00717221569391725,0.1887520535383017,0.27089704982356155,0.6754966887417219,functional,10X393_8,506.0,33.0
0.0006371595360207415,0.0007199520421000969,1.129939993673202,0.00021834589454204867,0.008074283599853516,0.11333868475811548,0.10426540284360186,neutral_microglial cell,10X171_1,183.0,183.0
0.0002578373909635477,0.00026963486307434587,1.0457554742805557,8.19897570898877e-05,0.002541959285736084,0.09158221827652113,0.07692307692307687,neutral_microglial cell,10X175_7,389.0,389.0
0.00024877168708004396,0.0002842722307049189,1.142703311785848,8.681021729312549e-05,0.002667665481567383,0.09025761325868276,0.058252427184465994,neutral_microglial cell,10X175_8,386.0,386.0
0.00043381308436525026,0.0004177716443396081,0.9630222309935308,0.00013723969917308582,0.004569411277770996,0.1028849359712608,0.0861244019138756,neutral_microglial cell,10X176_1,256.0,256.0
0.0003711540504579209,0.0003358864100831352,0.9049784305700737,0.00011919103422785932,0.003962218761444092,0.09688014484712604,0.09523809523809523,neutral_microglial cell,10X176_2,286.0,286.0
0.00048366109475069186,0.0006479725322178543,1.3397243219487367,0.00016574253756552204,0.005579650402069092,0.10321952938038725,0.1132075471698113,neutral_microglial cell,10X176_3,233.0,233.0
0.00041968682260233917,0.00046946435083938,1.1186063644514423,0.0001431806878231411,0.005074799060821533,0.10407463161693231,0.09523809523809523,neutral_microglial cell,10X176_4,244.0,244.0
0.00023572941633309157,0.00022163834602213648,0.9402235387922734,7.088900491282388e-05,0.0025159120559692383,0.08950427348851209,0.058252427184465994,neutral_microglial cell,10X176_5,466.0,466.0
0.0002024983550857089,0.00022983592413242852,1.13500143759266,7.07506618927183e-05,0.0024958252906799316,0.09000172273562024,0.058252427184465994,neutral_microglial cell,10X176_6,478.0,478.0
0.0012808549459092317,0.0013464978741035776,1.0512493068820907,0.0003825967290508563,0.014448583126068115,0.12600521542701393,0.1220657276995305,neutral_microglial cell,10X193_4,101.0,101.0
0.0007175114214824929,0.0006544723851806724,0.9121421145163491,0.00024134163201092155,0.008276283740997314,0.10907678247041674,0.1651376146788991,neutral_microglial cell,10X193_5,148.0,148.0
0.0005910760745814741,0.0006339157230076048,1.072477385345811,0.00020852395758852712,0.006862640380859375,0.10932880973880055,0.07692307692307687,neutral_microglial cell,10X193_6,174.0,174.0
0.0007859479661685603,0.0008468370103759057,1.0774721060786951,0.000256422985601583,0.009081363677978516,0.11216822498380596,0.13084112149532712,neutral_microglial cell,10X193_7,139.0,139.0
0.0009633975280010439,0.0007324993782422054,0.7603293105412782,0.00029187121050404884,0.011006951332092285,0.12370001644994988,0.14814814814814814,neutral_microglial cell,10X194_4,131.0,131.0
0.0006636732593506255,0.0006252202394749918,0.9420603145691627,0.00020355287499409694,0.007865428924560547,0.11634137464896355,0.1132075471698113,neutral_microglial cell,10X194_5,181.0,181.0
0.0006496562912394199,0.0006151429928169339,0.9468745259795125,0.0002155091006217667,0.00804126262664795,0.11298774922928323,0.13084112149532712,neutral_microglial cell,10X194_6,175.0,175.0
0.00022165906000619682,0.00022584010782945236,1.0188625171609889,7.065966817293638e-05,0.0025143027305603027,0.09434562482384568,0.058252427184465994,neutral_microglial cell,10X194_7,502.0,502.0
0.00024242081215737534,0.0002211440281503418,0.9122320240672198,7.449509788255622e-05,0.0026001334190368652,0.09079396508363147,0.06763285024154586,neutral_microglial cell,10X194_8,501.0,501.0
0.0005664497774087816,0.00046329567916470366,0.8178936556106435,0.000167402339469221,0.007443487644195557,0.10222435367705263,0.09523809523809523,neutral_microglial cell,10X206_3,221.0,221.0
0.00042232037846787,0.0005212589926872832,1.2342738339512556,0.00014746638816360959,0.0060356855392456055,0.09823912592904638,0.0861244019138756,neutral_microglial cell,10X206_4,260.0,260.0
0.0017524252707152121,0.0028298120896648018,1.6147975819304858,0.0006444532108636745,0.020063400268554688,0.14508114217796775,0.20627802690582964,neutral_central nervous system macrophage,10X219_5,60.0,60.0
0.0019492231556373437,0.0020648987547959652,1.0593444618303842,0.0006003561037651942,0.0195847749710083,0.14975035934515635,0.24561403508771928,neutral_central nervous system macrophage,10X219_6,59.0,59.0
0.002132806240909854,0.004778492188926924,2.240471777168292,0.0008419884145053766,0.050643324851989746,0.24178000412694434,0.3122362869198312,neutral_central nervous system macrophage,10X385_3,51.0,51.0
0.0024124612648187657,0.004368174473847362,1.8106713411522974,0.0008938119083403786,0.05350106954574585,0.25432006562131637,0.3739837398373984,neutral_central nervous system macrophage,10X385_4,50.0,50.0
0.0017899726897401362,0.0031834833376522707,1.7785094464845945,0.0006500104481974305,0.02024930715560913,0.14488769406661817,0.2222222222222222,neutral_central nervous system macrophage,10X219_5,60.0,60.0
0.001974789948226717,0.0028238389180704902,1.429943939407928,0.0006541432085967246,0.020449697971343994,0.14752924851223093,0.23788546255506604,neutral_central nervous system macrophage,10X219_6,59.0,59.0
0.002764933196950755,0.0033977546060698326,1.2288740320442355,0.0007864668796771315,0.0489080548286438,0.24599626756121074,0.31932773109243695,neutral_central nervous system macrophage,10X385_3,51.0,51.0
0.002443572377457916,0.003775977584432217,1.5452693848014527,0.000807050169364372,0.05095100402832031,0.24688589162073926,0.3739837398373984,neutral_central nervous system macrophage,10X385_4,50.0,50.0
0.0018084754099405556,0.0030510663868410005,1.6870931006694134,0.0006365790898791143,0.019998610019683838,0.14413223310928025,0.2142857142857143,neutral_central nervous system macrophage,10X219_5,60.0,60.0
0.0021103815439073017,0.002631587808505499,1.2469725278364598,0.000632970569562422,0.02068018913269043,0.14918854247805113,0.19819819819819817,neutral_central nervous system macrophage,10X219_6,59.0,59.0
0.002755366615889467,0.004150743429265098,1.5064214704964716,0.000838560696021999,0.05006223917007446,0.24588102847564963,0.3471074380165289,neutral_central nervous system macrophage,10X385_3,51.0,51.0
0.0025374664253310303,0.004087821901333041,1.6109856116814456,0.0008255546841816259,0.05211436748504639,0.24300408640229954,0.360655737704918,neutral_central nervous system macrophage,10X385_4,50.0,50.0
0.0019734513226378663,0.0025920423497806004,1.313456440524653,0.0006160893591093345,0.019221365451812744,0.14403527100830826,0.19004524886877827,neutral_central nervous system macrophage,10X219_5,60.0,60.0
0.0019593305823588673,0.0025283137846826747,1.2903967341941858,0.0006186820617118574,0.020206451416015625,0.1471679358123512,0.19819819819819817,neutral_central nervous system macrophage,10X219_6,59.0,59.0
0.0024407188433151717,0.004064335190058202,1.665220556308612,0.000847787038163969,0.050241827964782715,0.24371102144606638,0.34024896265560167,neutral_central nervous system macrophage,10X385_3,51.0,51.0
0.0026448842720211427,0.0035764780338860902,1.352224772826469,0.0008329509180570083,0.05054730176925659,0.2449855751833938,0.3539094650205762,neutral_central nervous system macrophage,10X385_4,50.0,50.0
0.0019342478778157667,0.0027023548115964156,1.3971088414211044,0.0006139756920289619,0.019924521446228027,0.14396839163855457,0.23008849557522126,neutral_central nervous system macrophage,10X219_5,60.0,60.0
0.0019436169676508123,0.004131308761840898,2.125577637261666,0.0007604078699532252,0.021679282188415527,0.1486307595655335,0.23008849557522126,neutral_central nervous system macrophage,10X219_6,59.0,59.0
0.0026063282542516343,0.00486042946481046,1.8648569906272436,0.0008853873122574574,0.05123108625411987,0.24214042779594314,0.33333333333333337,neutral_central nervous system macrophage,10X385_3,51.0,51.0
0.0026723408678757123,0.00424444550508068,1.5882874659079922,0.0008513377839801308,0.052381277084350586,0.2478861338538887,0.36734693877551017,neutral_central nervous system macrophage,10X385_4,50.0,50.0
